GOAL_ID,MATCH_ID,PID,DURATION,ASSIST,GOAL_DESC
gl292,mt95,ply1049,38,ply1043,header
gl293,mt95,ply1115,41,ply1059,right-footed shot
gl294,mt95,ply498,62,ply767,left-footed shot
gl295,mt95,ply767,85,ply292,right-footed shot
gl296,mt95,ply1118,90,,right-footed shot
gl297,mt96,ply529,18,ply1112,header
gl298,mt97,ply664,7,ply653,right-footed shot
gl299,mt97,ply652,17,,left-footed shot
gl300,mt97,ply654,32,ply664,right-footed shot
gl301,mt97,ply652,44,ply293,left-footed shot
gl302,mt97,ply293,58,ply652,right-footed shot
gl303,mt98,ply739,90,ply741,right-footed shot
gl304,mt99,ply802,21,ply1119,right-footed shot
gl305,mt99,ply140,90,ply143,left-footed shot
gl306,mt100,ply589,75,ply572,header
gl307,mt100,ply590,83,ply574,left-footed shot
gl308,mt101,ply283,8,ply294,header
gl309,mt101,ply292,63,ply285,right-footed shot
gl310,mt102,ply532,1,ply510,right-footed shot
gl311,mt102,ply1020,66,ply1017,left-footed shot
gl312,mt103,ply60,18,ply128,right-footed shot
gl313,mt103,ply221,26,,own goal
gl314,mt103,ply221,29,,left-footed shot
gl315,mt103,ply333,72,,header
gl316,mt104,ply116,7,ply1072,header
gl317,mt104,ply700,80,ply689,right-footed shot
gl318,mt105,ply398,12,,penalty
gl319,mt105,ply398,21,,penalty
gl320,mt105,ply398,23,,right-footed shot
gl321,mt105,ply141,31,ply140,right-footed shot
gl322,mt105,ply143,54,ply144,left-footed shot
gl323,mt105,ply797,70,ply1119,left-footed shot
gl324,mt105,ply143,83,ply144,left-footed shot
gl325,mt105,ply144,85,ply398,left-footed shot
gl326,mt106,ply499,61,ply1088,right-footed shot
gl327,mt108,ply739,39,ply741,right-footed shot
gl328,mt108,ply831,61,ply837,right-footed shot
gl329,mt108,ply831,76,ply828,right-footed shot
gl330,mt108,ply831,78,,right-footed shot
gl331,mt109,ply588,77,ply907,header
gl332,mt110,ply1072,41,ply115,header
gl333,mt111,ply1104,38,,penalty
gl334,mt111,ply292,45,ply284,right-footed shot
gl335,mt111,ply273,71,ply288,right-footed shot
gl336,mt112,ply1030,78,,penalty
gl337,mt112,ply1014,85,ply1120,right-footed shot
gl338,mt112,ply1028,90,,penalty
gl339,mt113,ply653,70,ply654,right-footed shot
gl340,mt114,ply568,17,ply572,header
gl341,mt114,ply142,34,ply585,right-footed shot
gl342,mt114,ply588,49,ply933,right-footed shot
gl343,mt114,ply585,87,ply580,left-footed shot
gl344,mt115,ply831,21,ply837,header
gl345,mt115,ply831,24,ply828,header
gl346,mt115,ply283,40,ply284,header
gl347,mt115,ply831,46,,right-footed shot
gl348,mt116,ply1028,8,ply1020,left-footed shot
gl349,mt117,ply288,15,ply767,right-footed shot
gl350,mt117,ply824,51,ply288,header
gl351,mt117,ply767,75,ply286,right-footed shot
gl352,mt117,ply836,80,ply828,right-footed shot
gl353,mt117,ply831,96,ply837,header
gl354,mt118,ply398,52,ply143,right-footed shot
gl355,mt118,ply1027,88,ply1030,left-footed shot
gl356,mt120,ply568,21,ply573,header
gl357,mt120,ply930,32,,right-footed shot
gl358,mt120,ply589,55,ply586,right-footed shot
gl359,mt120,ply589,65,ply573,right-footed shot
gl360,mt120,ply333,73,ply907,left-footed shot
gl361,mt120,ply588,82,ply925,right-footed shot
gl362,mt121,ply653,2,ply664,header
gl363,mt121,ply1064,11,ply653,right-footed shot
gl364,mt121,ply831,33,ply821,left-footed shot
gl365,mt121,ply654,53,ply1067,header
gl366,mt121,ply837,55,ply821,right-footed shot
gl367,mt121,ply652,74,ply1070,left-footed shot
gl368,mt121,ply831,82,,penalty
gl369,mt122,ply1121,53,,own goal
gl370,mt122,ply142,55,ply590,right-footed shot
gl371,mt123,ply1122,3,ply1017,right-footed shot
gl372,mt123,ply1019,41,ply1017,header
gl373,mt123,ply577,62,ply590,right-footed shot
gl374,mt123,ply585,67,ply564,header
gl375,mt123,ply142,74,ply580,left-footed shot
gl376,mt124,ply664,73,ply652,left-footed shot
gl377,mt124,ply836,90,ply831,right-footed shot
gl378,mt124,ply836,0,ply834,
gl379,mt124,ply831,95,ply831,penalty
gl380,mt125,ply837,59,ply830,right-footed shot
gl381,mt126,,19,ply1350,header
gl382,mt126,ply762,45,,right-footed shot
gl383,mt126,,50,ply1461,right-footed shot
gl384,mt126,ply1462,75,ply1340,header
gl385,mt127,ply140,28,ply135,right-footed shot
gl386,mt127,ply133,41,ply140,right-footed shot
gl387,mt127,ply1092,66,,right-footed shot
gl388,mt127,ply140,72,ply143,right-footed shot
gl389,mt128,ply133,13,ply129,header
gl390,mt128,ply1347,70,ply1463,left-footed shot
gl391,mt128,ply135,79,ply1464,right-footed shot
gl392,mt129,ply112,29,,left-footed shot
gl393,mt129,ply762,40,ply1465,right-footed shot
gl394,mt129,ply94,47,,own goal
gl395,mt129,ply116,52,ply114,right-footed shot
gl396,mt129,ply116,85,ply111,right-footed shot
gl397,mt130,ply96,18,ply1466,header
gl398,mt130,ply1347,25,,penalty
gl399,mt131,ply1465,4,,left-footed shot
gl400,mt131,ply398,21,ply143,penalty
gl401,mt131,ply1106,44,,own goal
gl402,mt131,ply1467,66,ply1468,right-footed shot
gl403,mt131,ply1469,79,ply135,header
gl404,mt131,ply144,83,ply135,left-footed shot
gl405,mt131,ply398,88,ply1464,header
gl406,mt131,ply127,90,,left-footed shot
gl407,mt133,ply398,43,,left-footed shot
gl408,mt133,ply140,52,ply133,right-footed shot
gl409,mt133,ply144,68,ply140,header
gl410,mt133,ply1465,73,ply1106,left-footed shot
gl411,mt134,ply1465,28,ply1470,right-footed shot
gl412,mt134,ply1465,41,ply804,left-footed shot
gl413,mt134,ply1347,79,ply1463,penalty
gl414,mt134,ply219,81,,right-footed shot
gl415,mt135,ply116,26,ply112,right-footed shot
gl416,mt135,ply143,86,ply143,penalty
gl417,mt136,ply206,63,ply1471,header
gl418,mt136,ply139,80,ply141,right-footed shot
gl419,mt137,ply99,39,ply107,header
gl420,mt137,ply107,86,ply114,right-footed shot
gl421,mt138,ply1472,29,ply878,left-footed shot
gl422,mt138,ply686,33,,own goal
gl423,mt138,ply1473,42,ply1472,right-footed shot
gl424,mt138,ply828,54,ply1371,right-footed shot
gl425,mt138,ply837,59,,right-footed shot
gl426,mt139,ply498,49,ply479,right-footed shot
gl427,mt139,ply1126,63,,penalty
gl428,mt139,ply1137,84,ply1141,right-footed shot
gl429,mt139,ply498,90,ply475,left-footed shot
gl430,mt141,ply1149,33,ply1147,left-footed shot
gl431,mt141,ply1149,58,,right-footed shot
gl432,mt141,ply831,87,ply690,left-footed shot
gl433,mt141,ply690,90,ply729,right-footed shot
gl434,mt142,ply1147,8,ply1131,right-footed shot
gl435,mt142,ply875,17,,own goal
gl436,mt142,ply1147,26,ply1148,right-footed shot
gl437,mt142,ply1126,44,ply1137,left-footed shot
gl438,mt142,ply1148,65,ply1147,right-footed shot
gl439,mt142,ply1147,79,ply1149,right-footed shot
gl440,mt143,ply831,25,,right-footed shot
gl441,mt143,ply729,33,ply827,header
gl442,mt143,ply499,35,ply487,right-footed shot
gl443,mt143,ply1089,68,ply499,left-footed shot
gl444,mt143,ply836,80,ply837,right-footed shot
gl445,mt144,ply1148,17,ply1149,penalty
gl446,mt144,ply1127,34,ply1148,header
gl447,mt144,ply1474,45,,bicycle kick
gl448,mt144,ply1475,77,,free kick
gl449,mt145,ply832,7,ply822,penalty
gl450,mt145,ply723,59,,own goal
gl451,mt146,ply1476,57,,left-footed shot
gl452,mt146,ply1473,82,,right-footed shot
gl453,mt147,ply479,17,ply491,right-footed shot
gl454,mt147,ply1147,45,ply1477,header
gl455,mt147,ply498,64,ply488,right-footed shot
gl456,mt147,ply498,73,ply723,left-footed shot
gl457,mt147,ply1147,76,ply1149,right-footed shot
gl458,mt149,ply831,9,ply833,header
gl459,mt149,ply831,32,ply836,header
gl460,mt150,ply585,14,ply424,right-footed shot
gl461,mt150,,20,ply293,penalty
gl462,mt150,ply656,65,,free kick
gl463,mt150,ply396,73,ply654,right-footed shot
gl464,mt151,ply1478,90,ply1392,header
gl465,mt152,ply1071,11,,left-footed shot
gl466,mt152,ply1075,85,ply1479,header
gl467,mt153,ply396,18,ply653,right-footed shot
gl468,mt153,ply656,76,ply293,left-footed shot
gl469,mt153,ply293,81,ply653,right-footed shot
gl776,mt261,ply741,46,ply739,left-footed shot
gl777,mt261,ply739,63,ply741,right-footed shot
gl778,mt261,ply1840,84,ply739,penalty
gl779,mt262,ply836,53,ply817,left-footed shot
gl780,mt262,ply322,55,ply1502,right-footed shot
gl781,mt262,ply837,64,ply836,right-footed shot
gl782,mt262,ply828,90,ply690,right-footed shot
gl783,mt263,ply1801,26,,penalty
gl784,mt263,ply1802,30,ply1783,right-footed shot
gl785,mt263,ply1854,44,ply1392,right-footed shot
gl786,mt263,ply1392,54,,penalty
gl787,mt264,ply140,34,ply1089,header
gl788,mt264,ply398,80,,right-footed shot
gl789,mt264,ply143,90,ply583,right-footed shot
gl790,mt265,ply1805,12,ply1769,right-footed shot
gl791,mt265,ply135,15,,right-footed shot
gl792,mt265,ply398,45,,right-footed shot
gl793,mt265,ply141,53,ply129,right-footed shot
gl794,mt265,ply141,55,ply1092,left-footed shot
gl795,mt265,ply1801,61,,penalty
gl796,mt265,ply141,83,ply583,right-footed shot
gl797,mt265,ply398,87,ply1509,right-footed shot
gl798,mt265,ply141,88,ply1092,right-footed shot
gl799,mt266,ply1855,37,,left-footed shot
gl800,mt266,ply1856,62,,left-footed shot
gl801,mt266,ply1569,87,,header
gl802,mt266,ply1857,90,,header
gl803,mt267,ply1801,9,ply867,header
gl804,mt267,ply1805,16,ply867,left-footed shot
gl805,mt267,ply1805,44,ply1769,left-footed shot
gl806,mt267,ply867,57,ply1120,left-footed shot
gl807,mt267,ply1801,72,ply1769,right-footed shot
gl808,mt268,ply1397,23,ply573,header
gl809,mt268,ply398,34,,left-footed shot
gl810,mt268,ply398,62,ply143,right-footed shot
gl811,mt268,ply1092,75,,right-footed shot
gl812,mt268,ply1858,79,,right-footed shot
gl813,mt269,ply398,69,ply140,right-footed shot
gl814,mt269,ply1089,89,,left-footed shot
gl815,mt270,ply1021,34,,right-footed shot
gl816,mt270,ply1805,57,ply176,left-footed shot
gl817,mt270,ply1805,61,,right-footed shot
gl818,mt270,ply691,85,ply1804,right-footed shot
gl819,mt271,ply1397,6,,left-footed shot
gl820,mt271,ply1855,19,ply1858,right-footed shot
gl821,mt271,ply176,45,ply1120,right-footed shot
gl822,mt271,ply1801,50,ply1802,right-footed shot
gl823,mt271,ply1120,73,ply1805,right-footed shot
gl824,mt271,ply1801,77,ply691,header
gl825,mt272,ply133,14,ply1509,header
gl826,mt272,ply398,53,,penalty
gl827,mt272,ply398,60,ply1092,right-footed shot
gl828,mt272,ply398,64,ply129,header
gl829,mt272,ply398,68,ply1089,right-footed shot
gl830,mt272,ply1092,89,ply1089,right-footed shot
gl831,mt273,ply140,14,ply141,right-footed shot
gl832,mt273,ply1804,20,,left-footed shot
gl833,mt273,ply143,45,,left-footed shot
gl834,mt273,ply1509,64,ply125,right-footed shot
gl835,mt274,ply1397,87,,penalty
gl836,mt275,ply664,24,,left-footed shot
gl837,mt275,ply656,38,ply664,right-footed shot
gl838,mt275,ply1064,76,ply653,left-footed shot
gl839,mt276,ply1859,10,ply1860,left-footed shot
gl840,mt276,ply1619,31,ply1859,right-footed shot
gl841,mt276,ply1619,42,ply1606,header
gl842,mt276,ply1619,68,ply1605,right-footed shot
gl843,mt277,ply87,28,,header
gl844,mt277,ply1861,41,ply1087,left-footed shot
gl845,mt277,ply1473,90,ply1862,right-footed shot
gl846,mt278,ply293,66,ply664,right-footed shot
gl847,mt278,ply654,90,ply293,right-footed shot
gl848,mt279,ply1863,16,ply1864,right-footed shot
gl849,mt279,ply756,25,ply1619,right-footed shot
gl850,mt279,ply1619,60,ply1865,penalty
gl851,mt279,ply1862,75,ply1087,right-footed shot
gl852,mt280,ply80,28,ply1100,penalty
gl853,mt280,,34,ply293,right-footed shot
gl854,mt280,,38,ply293,penalty
gl855,mt280,ply293,58,ply654,right-footed shot
gl856,mt280,ply293,64,ply656,right-footed shot
gl857,mt280,ply293,69,ply664,right-footed shot
gl858,mt281,ply1087,13,ply1861,right-footed shot
gl859,mt281,ply1620,25,ply1605,header
gl860,mt281,ply1610,83,ply1620,right-footed shot
gl861,mt281,ply1606,90,ply756,left-footed shot
gl862,mt281,ply1861,90,ply1866,header
gl863,mt281,ply1472,90,ply872,penalty
gl864,mt282,ply293,7,ply1064,right-footed shot
gl865,mt282,ply81,49,ply855,header
gl866,mt283,ply656,56,ply1064,right-footed shot
gl867,mt283,ply1473,69,ply1862,right-footed shot
gl868,mt284,ply86,27,ply86,penalty
gl869,mt284,ply855,47,,right-footed shot
gl870,mt285,ply1867,66,,right-footed shot
gl871,mt285,ply81,80,ply80,left-footed shot
gl872,mt285,ply493,90,,left-footed shot
gl873,mt286,ply756,10,ply1868,right-footed shot
gl874,mt286,ply1064,34,ply664,header
gl875,mt286,ply1064,50,ply654,right-footed shot
gl876,mt286,ply1064,54,ply647,right-footed shot
gl877,mt286,ply654,84,ply652,left-footed shot
gl878,mt287,ply509,48,ply1869,left-footed shot
gl879,mt287,ply1870,65,ply505,header
gl880,mt287,ply103,70,ply96,header
gl881,mt287,ply1466,90,ply1871,header
gl882,mt288,ply1872,16,ply925,right-footed shot
gl883,mt288,,25,,own goal
gl884,mt288,ply1341,37,,right-footed shot
gl885,mt289,ply1869,17,,right-footed shot
gl886,mt289,ply1112,62,,left-footed shot
gl887,mt289,ply699,89,ply1110,right-footed shot
gl888,mt290,ply116,48,ply118,right-footed shot
gl889,mt290,ply1873,58,ply1874,left-footed shot
gl890,mt291,ply118,78,ply1072,header
gl891,mt292,ply1096,30,,left-footed shot
gl892,mt292,ply1110,77,ply509,left-footed shot
gl893,mt292,ply1110,79,,left-footed shot
gl894,mt293,ply1875,4,ply699,right-footed shot
gl895,mt293,ply1096,12,,left-footed shot
gl896,mt293,ply1471,90,ply1869,left-footed shot
gl897,mt294,ply1873,41,,own goal
gl898,mt294,ply1876,55,ply1547,right-footed shot
gl899,mt294,ply118,90,ply1873,right-footed shot
gl900,mt295,ply1350,11,,own goal
gl901,mt295,,54,ply1540,left-footed shot
gl902,mt296,ply1110,45,,free kick
gl903,mt297,ply116,17,,penalty
gl904,mt297,ply94,54,ply109,right-footed shot
gl905,mt298,ply699,75,ply1110,right-footed shot
gl906,mt298,ply1869,90,ply1110,left-footed shot
gl907,mt299,ply1650,82,ply1877,penalty
gl908,mt299,,90,,right-footed shot
gl909,mt300,ply662,2,ply1878,right-footed shot
gl910,mt300,ply662,34,ply1879,left-footed shot
gl911,mt300,ply1879,36,,right-footed shot
gl912,mt300,ply1880,40,ply1881,right-footed shot
gl913,mt300,ply662,45,ply1879,right-footed shot
gl914,mt300,ply762,45,ply1878,right-footed shot
gl915,mt300,ply1684,52,ply1882,header
gl916,mt300,ply787,66,,left-footed shot
gl917,mt302,ply142,9,ply589,right-footed shot
gl918,mt302,ply572,25,ply564,left-footed shot
gl919,mt302,ply590,36,,left-footed shot
gl920,mt302,ply1879,39,ply1470,right-footed shot
gl921,mt302,ply1878,56,ply1879,right-footed shot
gl922,mt302,ply662,60,ply1878,left-footed shot
gl923,mt302,ply590,69,ply589,left-footed shot
gl924,mt303,ply1650,17,ply1877,right-footed shot
gl925,mt303,ply662,40,ply1879,penalty
gl926,mt303,ply1650,64,ply1883,right-footed shot
gl1680,mt553,ply590,86,ply581,right-footed shot
gl1681,mt554,,10,ply2344,header
gl1682,mt554,ply2500,75,ply496,left-footed shot
gl1683,mt555,ply2196,15,ply2501,right-footed shot
gl1684,mt555,ply2501,58,,header
gl1685,mt555,ply530,72,ply1650,penalty
gl1686,mt556,ply649,2,ply2193,header
gl1687,mt556,,10,ply650,right-footed shot
gl1688,mt556,ply1064,25,,right-footed shot
gl1689,mt556,ply649,63,ply653,header
gl1690,mt557,ply653,48,ply2193,right-footed shot
gl1691,mt557,ply293,90,ply652,right-footed shot
gl1692,mt558,ply1884,7,,right-footed shot
gl1693,mt558,ply1650,49,,right-footed shot
gl1694,mt558,ply1877,70,ply1650,right-footed shot
gl1695,mt558,ply2502,90,ply1490,right-footed shot
gl1696,mt559,ply293,9,,left-footed shot
gl1697,mt559,ply1064,13,ply653,right-footed shot
gl1698,mt559,ply2412,73,,penalty
gl1699,mt560,ply49,8,ply1490,header
gl1700,mt560,ply2503,24,ply692,right-footed shot
gl1701,mt560,ply2503,54,ply2504,header
gl1702,mt561,ply1884,21,ply1650,right-footed shot
gl1703,mt561,ply918,34,ply656,header
gl1704,mt561,ply649,48,ply144,header
gl1705,mt561,ply284,62,ply1016,penalty
gl1706,mt561,,69,ply144,right-footed shot
gl1707,mt561,ply293,90,ply653,right-footed shot
gl1708,mt562,,12,ply49,header
gl1709,mt562,ply2501,14,,right-footed shot
gl1710,mt562,ply1864,17,,left-footed shot
gl1711,mt562,ply1864,68,ply2501,right-footed shot
gl1712,mt563,ply1884,56,ply2169,right-footed shot
gl1713,mt563,ply1771,81,ply1650,right-footed shot
gl1714,mt563,ply1650,83,ply1016,header
gl1715,mt564,ply293,88,ply656,right-footed shot
gl1716,mt565,ply2503,26,ply1864,right-footed shot
gl1717,mt565,ply539,32,ply1864,left-footed shot
gl1718,mt565,,90,,penalty
gl1719,mt566,ply1771,2,,right-footed shot
gl1720,mt566,,33,ply49,header
gl1721,mt566,ply948,90,ply2505,header
gl1722,mt567,ply2506,13,,header
gl1723,mt567,,21,,own goal
gl1724,mt567,ply191,28,,
gl1725,mt567,ply2507,86,ply2508,right-footed shot
gl1726,mt568,ply757,32,,right-footed shot
gl1727,mt568,ply2509,34,,left-footed shot
gl1728,mt569,ply2510,31,,right-footed shot
gl1729,mt569,ply2510,69,ply1479,right-footed shot
gl1730,mt569,ply2511,89,ply1479,right-footed shot
gl1731,mt570,ply2507,11,ply191,left-footed shot
gl1732,mt570,ply2506,43,,header
gl1733,mt571,ply2512,30,ply2449,right-footed shot
gl1734,mt571,ply191,34,,header
gl1735,mt571,ply191,54,ply2507,left-footed shot
gl1736,mt572,ply753,8,,left-footed shot
gl1737,mt572,ply2510,18,ply94,left-footed shot
gl1738,mt572,ply757,38,ply137,right-footed shot
gl1739,mt572,ply2298,41,,right-footed shot
gl1740,mt572,ply410,44,ply1466,left-footed shot
gl1741,mt573,ply2513,45,ply2514,left-footed shot
gl1742,mt573,ply191,54,,penalty
gl1743,mt574,ply1466,13,ply731,right-footed shot
gl1744,mt574,ply767,48,ply137,right-footed shot
gl1745,mt574,ply731,61,ply1466,header
gl1746,mt574,ply2515,90,ply2510,right-footed shot
gl1747,mt575,ply94,29,ply2516,right-footed shot
gl1748,mt575,ply2506,41,ply191,left-footed shot
gl1749,mt576,ply2517,6,,own goal
gl1750,mt576,ply767,9,ply759,right-footed shot
gl1751,mt576,ply767,31,ply753,penalty
gl1752,mt576,ply2512,43,ply2513,header
gl1753,mt576,ply580,45,ply750,right-footed shot
gl1754,mt577,ply2510,9,ply2172,right-footed shot
gl1755,mt577,ply2510,33,ply731,right-footed shot
gl1756,mt577,ply2172,45,ply2510,left-footed shot
gl1757,mt577,ply2518,61,,penalty
gl1758,mt577,ply844,65,ply731,left-footed shot
gl1759,mt577,ply2512,78,ply2449,header
gl1760,mt577,ply2211,88,ply2516,header
gl1761,mt578,ply2508,10,ply2519,penalty
gl1762,mt578,ply580,87,,left-footed shot
gl1763,mt578,ply2506,90,,left-footed shot
gl1764,mt579,ply1805,4,ply1801,left-footed shot
gl1765,mt579,ply2520,11,ply2521,left-footed shot
gl1766,mt579,ply1801,15,ply1783,left-footed shot
gl1767,mt579,ply1801,60,ply691,left-footed shot
gl1768,mt580,ply699,12,ply2197,right-footed shot
gl1769,mt580,ply699,51,,penalty
gl1770,mt580,ply729,61,,bicycle kick
gl1771,mt581,ply2197,18,ply818,left-footed shot
gl1772,mt581,ply699,50,ply2197,left-footed shot
gl1773,mt581,ply290,54,,right-footed shot
gl1774,mt581,ply699,79,ply828,right-footed shot
gl1775,mt582,ply1801,39,ply2522,left-footed shot
gl1776,mt582,ply1801,62,ply2213,right-footed shot
gl1777,mt582,ply1801,67,ply1871,header
gl1778,mt583,ply686,28,,own goal
gl1779,mt583,ply699,43,,penalty
gl1780,mt584,,62,,right-footed shot
gl1781,mt584,ply1374,67,ply1888,header
gl1782,mt585,ply176,27,ply1871,right-footed shot
gl1783,mt585,ply176,56,ply1784,right-footed shot
gl1784,mt585,ply691,65,ply1801,left-footed shot
gl1785,mt585,ply699,80,ply2523,right-footed shot
gl1786,mt586,ply198,29,ply2521,left-footed shot
gl1787,mt586,,51,ply2524,right-footed shot
gl1788,mt587,ply290,31,ply2520,right-footed shot
gl1789,mt587,ply1801,49,ply176,right-footed shot
gl1790,mt587,ply1805,76,ply176,right-footed shot
gl1791,mt588,ply828,23,,right-footed shot
gl1792,mt588,ply831,39,ply827,right-footed shot
gl1793,mt588,ply822,41,ply686,right-footed shot
gl1794,mt588,ply831,45,ply699,right-footed shot
gl1795,mt588,ply699,49,ply1371,header
gl1796,mt588,ply699,54,ply831,left-footed shot
gl1797,mt589,ply2523,8,ply857,right-footed shot
gl1798,mt589,ply699,12,ply286,right-footed shot
gl1799,mt589,ply290,43,,header
gl1800,mt589,ply290,49,,right-footed shot
gl1801,mt589,ply833,81,ply12,right-footed shot
gl1802,mt590,,20,ply1120,left-footed shot
gl1803,mt590,ply1805,37,,left-footed shot
gl1804,mt590,ply189,80,ply176,right-footed shot
gl1805,mt591,ply1869,2,ply1076,right-footed shot
gl1806,mt591,ply1869,9,,penalty
gl1807,mt591,ply1801,35,ply176,left-footed shot
gl1808,mt591,ply691,71,,free kick
gl1809,mt592,ply656,14,ply653,header
gl1810,mt592,ply652,18,ply293,left-footed shot
gl1811,mt592,,23,,right-footed shot
gl1812,mt592,ply656,53,,right-footed shot
gl1813,mt593,ply142,25,ply1069,right-footed shot
gl1814,mt593,ply590,29,,left-footed shot
gl1815,mt593,ply142,53,,right-footed shot
gl1816,mt593,ply589,69,ply581,right-footed shot
gl1817,mt593,ply142,85,ply2525,right-footed shot
gl1818,mt594,ply523,33,ply741,right-footed shot
gl1819,mt594,ply699,45,,penalty
gl1820,mt594,ply699,83,ply834,
gl1821,mt594,ply1371,86,ply834,left-footed shot
gl1822,mt595,ply1900,62,ply832,right-footed shot
gl1823,mt595,ply740,75,ply2480,left-footed shot
gl1824,mt596,ply143,43,ply816,right-footed shot
gl1825,mt596,ply140,53,ply398,right-footed shot
gl1826,mt596,ply143,66,ply135,right-footed shot
gl1827,mt596,ply398,79,,left-footed shot
gl1828,mt596,ply398,88,ply143,left-footed shot
gl1829,mt598,ply1431,41,ply497,left-footed shot
gl1830,mt598,ply2501,52,ply1111,right-footed shot
gl1831,mt598,ply692,71,,free kick
gl1832,mt600,ply699,51,ply833,header
gl1833,mt600,ply1840,71,,right-footed shot
gl1834,mt600,ply690,80,ply699,right-footed shot
gl1835,mt601,ply1805,39,ply1871,right-footed shot
gl1836,mt601,ply1869,64,,right-footed shot
gl1837,mt601,ply1110,67,ply1869,left-footed shot
gl1838,mt602,ply1064,8,ply652,left-footed shot
gl1839,mt602,ply2465,17,ply2460,right-footed shot
gl1840,mt602,ply2285,71,ply2465,right-footed shot
gl1841,mt603,ply2007,74,ply733,right-footed shot
gl1842,mt603,ply2007,78,ply496,header
gl1843,mt603,ply498,84,ply704,left-footed shot
gl1844,mt604,ply497,52,ply2526,right-footed shot
gl1845,mt605,ply583,18,ply143,left-footed shot
gl1846,mt605,ply2527,46,,own goal
gl1847,mt605,ply2528,59,ply2527,left-footed shot
gl1848,mt605,,84,ply816,
gl1849,mt606,ply740,3,ply1073,right-footed shot
gl1850,mt606,ply393,20,ply740,right-footed shot
gl1851,mt606,ply740,63,ply1073,left-footed shot
gl1852,mt607,ply733,31,ply2488,left-footed shot
gl1853,mt607,ply845,37,,own goal
gl1854,mt607,ply583,68,ply2188,header
gl1855,mt608,ply699,3,ply857,right-footed shot
gl1856,mt608,ply699,64,ply818,bicycle kick
gl1857,mt608,ply1371,72,ply699,left-footed shot
gl1858,mt609,,38,,own goal
gl1859,mt609,ply2200,55,,own goal
gl1860,mt609,ply384,59,ply1073,right-footed shot
gl1861,mt609,ply497,80,,left-footed shot
gl1862,mt609,ply1073,87,,left-footed shot
gl1863,mt610,ply590,12,ply589,left-footed shot
gl1864,mt610,ply582,21,ply581,right-footed shot
gl1865,mt610,ply142,31,ply590,header
gl1866,mt611,ply497,6,,left-footed shot
gl1867,mt611,,58,,penalty
gl1868,mt611,ply2200,82,ply1431,header
gl1869,mt612,ply1064,2,ply293,right-footed shot
gl1870,mt612,ply590,56,,left-footed shot
gl1871,mt612,ply589,77,,right-footed shot
gl1872,mt614,,2,,header
gl1873,mt614,,37,,header
gl1874,mt614,ply1870,61,,left-footed shot
gl1875,mt614,ply699,90,,penalty
gl1876,mt615,ply590,36,ply589,left-footed shot
gl1877,mt615,ply590,45,ply589,left-footed shot
gl1878,mt615,ply142,56,ply590,right-footed shot
gl1879,mt615,ply589,61,ply590,right-footed shot
gl1880,mt615,ply589,69,ply581,header
gl1881,mt615,ply497,81,ply2165,right-footed shot
gl1882,mt615,,85,,penalty
gl1883,mt616,ply135,28,ply1390,right-footed shot
gl1884,mt616,ply1371,44,ply818,left-footed shot
gl1885,mt616,ply834,57,ply833,left-footed shot
gl1886,mt617,ply135,3,ply1092,right-footed shot
gl1887,mt617,ply831,11,ply1371,header
gl1888,mt617,ply831,46,,right-footed shot
gl1889,mt617,ply1390,63,,right-footed shot
gl1890,mt618,ply142,9,ply589,left-footed shot
gl1891,mt618,ply581,15,,own goal
gl1892,mt618,ply1069,25,,header
gl1893,mt618,ply497,52,,right-footed shot
gl1894,mt618,ply2165,86,,right-footed shot
gl1895,mt618,ply2165,90,,penalty
gl1896,mt619,ply831,51,,right-footed shot
gl1897,mt619,ply142,55,ply1046,right-footed shot
gl1898,mt619,ply2197,64,ply1371,bicycle kick
gl1899,mt619,ply2197,83,ply1371,left-footed shot
gl1900,mt620,ply2707,45,ply2708,right-footed shot
gl1901,mt620,ply1105,79,,left-footed shot
gl1902,mt621,ply1840,1,ply1120,header
gl1903,mt621,ply1088,78,,right-footed shot
gl1904,mt622,ply2709,7,ply1088,header
gl1905,mt622,ply2709,26,ply1088,right-footed shot
gl1906,mt623,ply2710,16,,left-footed shot
gl1907,mt623,ply1870,41,ply735,left-footed shot
gl1908,mt623,ply1840,55,ply527,header
gl1909,mt623,ply1840,60,ply1802,right-footed shot
gl1910,mt624,ply1088,13,ply582,right-footed shot
gl1911,mt624,ply2709,42,ply1285,right-footed shot
gl1912,mt624,ply582,47,,right-footed shot
gl1913,mt624,ply1285,56,ply2711,right-footed shot
gl1914,mt624,ply1285,83,ply2712,right-footed shot
gl1915,mt624,ply1285,87,ply2712,left-footed shot
gl1916,mt625,ply527,40,ply1840,right-footed shot
gl1917,mt625,ply1802,62,,right-footed shot
gl1918,mt625,ply1840,90,ply1840,penalty
gl1919,mt626,ply1870,43,ply201,right-footed shot
gl1920,mt626,ply2461,76,ply2296,left-footed shot
gl1921,mt626,ply201,90,ply523,right-footed shot
gl1922,mt627,ply2707,12,ply2713,left-footed shot
gl1923,mt627,ply2714,15,ply2707,left-footed shot
gl1924,mt627,ply2548,20,ply1285,left-footed shot
gl1925,mt627,ply26,42,ply1875,header
gl1926,mt627,ply1285,88,ply2541,left-footed shot
gl1927,mt628,ply1840,18,ply1870,right-footed shot
gl1928,mt628,ply26,45,ply1088,penalty
gl1929,mt628,ply735,60,,own goal
gl1930,mt628,ply2715,77,,own goal
