PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM_ID,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply642,Manuel,Akanji,Switzerland,7/19/1995,20,25,Defender,187,91,R
ply643,Nathan,Ake,Netherlands,2/18/1995,20,6,Defender,180,75,L
ply644,Joao,Cancelo,Portugal,5/27/1994,20,7,Defender,182,74,R
ply645,Aymeric,Laporte,Spain,5/27/1994,20,14,Defender,190,87,L
ply646,Rico,Lewis,England,11/21/2004,,,Defender,,,R
ply647,Benjamin,Mendy,France,7/17/1994,20,22,Defender,185,85,L
ply648,Ruben,Dias,Portugal,5/14/1997,20,3,Defender,187,82,R
ply649,John,Stones,England,5/28/1994,20,5,Defender,188,70,R
ply650,Kyle,Walker,England,5/28/1990,20,2,Defender,183,83,R
ply651,Josh,Wilson-Esbrand,England,12/26/2002,20,97,Defender,176,63,L
ply652,Bernardo,Silva,Portugal,8/10/1994,20,20,Midfielder,173,64,L
ply653,Kevin De,Bruyne,Belgium,6/28/1991,20,17,Midfielder,181,70,R
ply654,Phil,Foden,England,5/28/2000,20,47,Midfielder,171,70,L
ply655,Jack,Grealish,England,9/10/1995,20,10,Midfielder,175,68,R
ply656,Ilkay,Gundogan,Germany,10/24/1990,20,8,Midfielder,180,79,R
ply657,Cole,Palmer,England,5/6/2002,20,80,Midfielder,189,72,L
ply658,Kalvin,Phillips,England,12/2/1995,20,4,Midfielder,178,72,R
ply659,,Rodri,Spain,6/22/1996,20,16,Midfielder,191,82,R
ply660,Sergio,Gomez,Spain,9/4/2000,20,21,Midfielder,171,68,L
ply661,Julian,Alvarez,Argentina,1/31/2000,20,19,Forward,170,71,R
ply662,Erling,Haaland,Norway,7/21/2000,20,9,Forward,194,88,L
ply663,Ben,Knight,England,6/14/2002,,,Forward,170,59,L
ply664,Riyad,Mahrez,Algeria,2/21/1991,20,26,Forward,179,67,L
ply665,Richard,Wright,England,11/5/1977,20,,Goalkeeping,189,87,
ply666,,Xabier,Spain,5/24/1970,20,,Goalkeeping,182,82,
ply667,Lorenzo,Buenaventura,Spain,1/1/1963,20,,Fitness,,,
ply668,Ryan,DeFreitas,England,10/28/1986,20,,Game,,,
ply669,Carles,Planchart,Spain,12/17/1965,20,,Video,,,
ply670,Piet,Cremers,Netherlands,10/27/1994,20,,Chief,,,
ply671,Martin,Drury,England,4/10/1986,21,,Chief,,,
ply672,De,Gea,Spain,11/7/1990,21,1,Goalkeeper,192,82,R
ply673,Martin,Dubravka,Slovakia,1/15/1989,21,31,Goalkeeper,191,83,R
ply674,Tom,Heaton,England,4/15/1986,21,22,Goalkeeper,188,85,R
ply675,Radek,Vitek,Czech Republic,10/24/2003,21,50,Goalkeeper,198,76,R
ply676,Diogo,Dalot,Portugal,3/18/1999,21,20,Defender,184,77,R
ply677,Tyler,Fredricson,England,2/23/2005,21,80,Defender,,,R
ply678,Phil,Jones,England,2/21/1992,21,4,Defender,185,71,R
ply679,Victor,Lindelof,Sweden,7/17/1994,21,2,Defender,187,82,R
ply680,Harry,Maguire,England,3/5/1993,21,5,Defender,194,99,R
ply681,Tyrell,Malacia,Netherlands,8/17/1999,21,12,Defender,175,67,L
ply682,Lisandro,Martinez,Argentina,1/18/1998,21,6,Defender,175,77,L
ply683,Teden,Mengi,England,4/30/2002,21,43,Defender,183,78,R
ply684,Luke,Shaw,England,7/12/1995,21,23,Defender,178,75,L
ply685,Axel,Tuanzebe,England,11/14/1997,21,38,Defender,186,81,R
ply686,Raphael,Varane,France,4/25/1993,21,19,Defender,191,81,R
ply687,Aaron,Wan-Bissaka,England,11/26/1997,21,29,Defender,183,72,R
ply688,Brandon,Williams,England,9/3/2000,21,33,Defender,172,63,R
ply689,Bruno,Fernandes,Portugal,9/8/1994,21,8,Midfielder,179,69,R
ply690,,Casemiro,Brazil,2/23/1992,21,18,Midfielder,185,84,R
ply691,Christian,Eriksen,Denmark,2/14/1992,21,14,Midfielder,182,76,
ply692,,Fred,Brazil,3/5/1993,21,17,Midfielder,169,62,L
ply693,Zidane,Iqbal,Iraq,4/27/2003,,,Midfielder,181,65,R
ply694,Scott,McTominay,Scotland,12/8/1996,21,39,Midfielder,193,88,R
ply695,Facundo,Pellistri,Uruguay,12/20/2001,21,28,Midfielder,174,65,R
ply696,Donny van de,Beek,Netherlands,4/18/1997,21,34,Midfielder,184,76,R
ply697,Alejandro,Garnacho,Argentina,7/1/2004,21,49,Forward,180,80,R
ply698,,Antony,Brazil,2/24/2000,21,21,Forward,172,63,L
ply699,Cristiano,Ronaldo,Portugal,2/5/1985,21,7,Forward,187,83,
ply700,Anthony,Elanga,Sweden,4/27/2002,21,36,Forward,178,65,R
ply701,Mason,Greenwood,England,10/1/2001,21,11,Forward,181,70,
ply702,Anthony,Martial,France,12/5/1995,21,9,Forward,181,76,R
ply703,Charlie,McNeill,England,9/9/2003,,,Forward,182,70,R
ply704,Marcus,Rashford,England,10/31/1997,21,10,Forward,185,70,R
ply705,Jadon,Sancho,England,3/25/2000,21,25,Forward,180,76,R
ply706,Shola,Shoretire,Nigeria,2/2/2004,,,Forward,171,66,R
ply707,Richard,Hartis,England,9/16/1967,21,,Goalkeeping,,,
ply708,Craig,Mawson,England,5/16/1979,21,,Goalkeeping,188,84,
ply709,Richard,Hawkins,England,1/27/1971,21,,Athletic,,,
ply710,Michael,Clegg,England,7/3/1977,21,,Physical,173,73,
ply711,Eric,Ramsay,Wales,2/14/1992,21,,Individual,,,
ply712,Kevin,Keij,Netherlands,9/29/1985,21,,Game,,,
ply713,Luke,Lazenby,England,12/15/1990,21,,Game,,,
ply714,Anthony,Bates,England,12/15/1990,21,,Video,,,
ply715,Stewart,Heppinstall,England,12/27/1989,21,,Video,,,
ply716,Andrew,Meredith,Australia,4/24/1972,21,,Video,,,
ply717,Paul,Brand,Scotland,2/7/1988,21,,Chief,,,
ply718,Gianluigi,Donnarumma,Italy,2/25/1999,22,99,Goalkeeper,196,90,R
ply719,Alexandre,Letellier,France,12/11/1990,22,90,Goalkeeper,193,93,R
ply720,Keylor,Navas,Costa Rica,12/15/1986,22,1,Goalkeeper,185,80,R
ply721,Sergio,Rico,Spain,9/1/1993,22,16,Goalkeeper,195,90,R
ply722,El Chadaille,Bitshiabu,France,5/16/2005,22,31,Defender,196,95,L
ply723,Achraf,Hakimi,Morocco,11/4/1998,22,2,Defender,181,73,R
ply724,Juan,Bernat,Spain,3/1/1993,22,14,Defender,170,67,L
ply725,Presnel,Kimpembe,France,8/13/1995,22,3,Defender,189,80,L
ply726,,Marquinhos,Brazil,5/14/1994,22,5,Defender,183,75,R
ply727,Nordi,Mukiele,France,11/1/1997,22,26,Defender,187,84,R
ply728,Nuno,Mendes,Portugal,6/19/2002,22,25,Defender,184,72,L
ply729,Sergio,Ramos,Spain,3/30/1986,22,4,Defender,184,82,R
ply730,Carlos,Soler,Spain,1/2/1997,22,28,Midfielder,180,76,R
ply731,,Danilo,Portugal,9/9/1991,22,15,Midfielder,188,83,R
ply732,Fabian,Ruiz,Spain,4/3/1996,22,8,Midfielder,189,70,L
ply733,Pablo,Sarabia,Spain,5/11/1992,22,19,Midfielder,174,70,L
ply734,Renato,Sanches,Portugal,8/18/1997,22,18,Midfielder,176,70,R
ply735,Marco,Verratti,Italy,11/5/1992,22,6,Midfielder,165,60,R
ply736,,Vitinha,Portugal,2/13/2000,22,17,Midfielder,172,64,R
ply737,Warren,Zaire-Emery,France,3/8/2006,22,33,Midfielder,178,,R
ply738,Hugo,Ekitike,France,6/20/2002,22,44,Forward,189,75,R
ply739,Kylian,Mbappe,France,12/20/1998,22,7,Forward,178,73,R
ply740,Lionel,Messi,Argentina,6/24/1987,22,30,Forward,170,72,L
ply741,,Neymar,Brazil,2/5/1992,22,10,Forward,175,68,R
ply742,Gianluca,Spinelli,Italy,10/28/1966,22,,Goalkeeping,,,
ply743,Janis,Blaswich,Germany,5/2/1991,23,21,Goalkeeper,193,88,R
ply744,Peter,Gulacsi,Hungary,5/6/1990,23,1,Goalkeeper,191,86,R
ply745,Jonas,Nickisch,Germany,5/21/2004,23,34,Goalkeeper,,,
ply746,Oskar,Preil,Germany,9/14/2003,23,,Goalkeeper,,,
ply747,Sanoussy,Ba,Germany,1/5/2004,23,25,Defender,184,,
ply748,Abdou,Diallo,Senegal,5/4/1996,23,37,Defender,186,79,L
ply749,Josko,Gvardiol,Croatia,1/23/2002,23,32,Defender,185,82,L
ply750,Marcel,Halstenberg,Germany,9/27/1991,23,23,Defender,188,87,L
ply751,Benjamin,Henrichs,Germany,2/23/1997,23,39,Defender,183,79,R
ply752,Lukas,Klostermann,Germany,6/3/1996,23,16,Defender,187,88,R
ply753,Willi,Orban,Hungary,11/3/1992,23,4,Defender,186,87,R
ply754,David,Raum,Germany,4/22/1998,23,22,Defender,180,75,L
ply755,Mohamed,Simakan,France,5/3/2000,23,2,Defender,187,82,R
ply756,Dani,Olmo,Spain,5/7/1998,23,7,Midfielder,179,72,R
ply757,Emil,Forsberg,Sweden,10/23/1991,23,10,Midfielder,177,76,R
ply758,Amadou,Haidara,Mali,1/31/1998,23,8,Midfielder,175,72,R
ply759,Kevin,Kampl,Slovenia,10/9/1990,23,44,Midfielder,178,66,R
ply760,Konrad,Laimer,Austria,5/27/1997,23,27,Midfielder,180,72,R
ply761,Xaver,Schlager,Austria,9/28/1997,23,24,Midfielder,174,76,L
ply762,Dominik,Szoboszlai,Hungary,10/25/2000,23,17,Midfielder,186,74,R
ply763,Andre,Silva,Portugal,11/6/1995,23,19,Forward,185,84,R
ply764,Hugo,Novoa,Spain,1/24/2003,23,38,Forward,182,70,R
ply765,Christopher,Nkunku,France,11/14/1997,23,18,Forward,175,73,R
ply766,Yussuf,Poulsen,Denmark,6/15/1994,23,9,Forward,192,84,R
ply767,Timo,Werner,Germany,3/6/1996,23,11,Forward,181,75,R
ply768,Frederik,Go?ing,Germany,9/22/1977,23,,Goalkeeping,190,88,
ply769,Philipp,Tschauner,Germany,11/3/1985,23,,Goalkeeping,196,100,R
ply770,Daniel,Behlau,Germany,8/24/1988,23,,Athletic,,,
ply771,Ruwen,Faller,Germany,7/22/1980,23,,Athletic,,,
ply772,Kai,Kraft,Germany,7/2/1977,23,,Athletic,,,
ply773,Matthias,Grote,Germany,5/10/1987,23,,Game,,,
ply774,Fabian,Friedrich,Germany,10/19/1985,23,,Chief,,,
ply775,Peter,Schneider,USA,4/21/1984,23,,Chief,,,
ply776,Philipp,Kohn,Switzerland,4/2/1998,24,18,Goalkeeper,191,75,R
ply777,Nico,Mantl,Germany,2/6/2000,24,1,Goalkeeper,193,88,
ply778,Adam,Stejskal,Czech Republic,3/28/2002,24,40,Goalkeeper,189,,R
ply779,Alexander,Walke,Germany,6/6/1983,24,33,Goalkeeper,189,88,R
ply780,Samson,Baidoo,Austria,3/31/2004,24,6,Defender,187,,R
ply781,,Bernardo,Brazil,5/14/1995,24,95,Defender,186,76,L
ply782,Amar,Dedic,Bosnia-Herzegovina,8/18/2002,24,70,Defender,180,70,R
ply783,Bryan,Okoh,Switzerland,5/16/2003,24,3,Defender,187,77,
ply784,Strahinja,Pavlovic,Serbia,5/24/2001,24,31,Defender,194,84,L
ply785,Kamil,Piatkowski,Poland,6/21/2000,24,4,Defender,191,83,R
ply786,Oumar,Solet,France,2/7/2000,24,22,Defender,192,81,R
ply787,Andreas,Ulmer,Austria,10/30/1985,24,17,Defender,175,73,L
ply788,Ignace Van Der,Brempt,Belgium,4/1/2002,24,2,Defender,187,71,R
ply789,Max,Wober,Austria,2/4/1998,24,39,Defender,188,76,L
ply790,Antoine,Bernede,France,5/26/1999,24,10,Midfielder,177,74,L
ply791,Nicolas,Capaldo,Argentina,9/14/1998,24,7,Midfielder,177,73,R
ply792,Ousmane,Diakite,Mali,7/25/2000,24,,Midfielder,187,87,
ply793,Mamady,Diambou,Mali,11/11/2002,24,15,Midfielder,176,,R
ply794,Youba,Diarra,Mali,3/24/1998,24,24,Midfielder,178,79,R
ply795,Lucas,Gourna-Douath,France,8/5/2003,24,27,Midfielder,185,78,R
ply796,Dijon,Kameri,Austria,4/20/2004,24,8,Midfielder,181,,R
ply797,Maurits,Kj?gaard,Denmark,6/26/2003,24,14,Midfielder,186,70,R
ply798,Justin,Omoregie,Austria,9/21/2003,24,36,Midfielder,,,
ply799,Nicolas,Seiwald,Austria,5/4/2001,24,13,Midfielder,179,70,R
ply800,Luka,Sucic,Croatia,9/8/2002,24,21,Midfielder,185,71,L
ply801,Samson,Tijani,Nigeria,5/17/2002,24,44,Midfielder,170,63,R
ply802,Chikwubuike,Adamu,Austria,6/6/2001,24,9,Forward,182,79,R
ply803,,Fernando,Brazil,3/1/1999,24,11,Forward,176,72,R
ply804,Sekou,Koita,Mali,11/28/1999,24,20,Forward,173,66,L
ply805,Dominik,Lechner,Austria,4/1/2005,24,14,Forward,,,
ply806,Noah,Okafor,Switzerland,5/24/2000,24,77,Forward,185,85,R
ply807,Benjamin,Sesko,Slovenia,5/31/2003,24,30,Forward,193,77,R
ply808,Roko,Simic,Croatia,9/10/2003,24,23,Forward,190,,R
ply809,Herbert,Ilsanker,Austria,5/24/1967,24,,Goalkeeping,195,90,R
ply810,Michael,Berktold,Austria,9/30/1980,24,,Athletic,,,
ply811,Thibaut,Courtois,Belgium,5/11/1992,25,1,Goalkeeper,200,96,L
ply812,Diego,Pineiro,Spain,2/13/2004,25,38,Goalkeeper,183,69,
ply813,Lucas,Canizares,Spain,5/10/2002,25,30,Goalkeeper,187,81,R
ply814,Luis,Lopez,Spain,5/8/2001,25,26,Goalkeeper,193,84,L
ply815,Andriy,Lunin,Ukraine,2/11/1999,25,13,Goalkeeper,191,84,R
ply816,David,Alaba,Austria,6/24/1992,25,4,Defender,180,78,L
ply817,Alvaro,Odriozola,Spain,12/14/1995,25,16,Defender,176,66,R
ply818,Dani,Carvajal,Spain,1/11/1992,25,2,Defender,173,74,R
ply819,Eder,Militao,Brazil,1/18/1998,25,3,Defender,186,78,R
ply820,Jesus,Vallejo,Spain,1/5/1997,25,5,Defender,184,79,R
ply821,Ferland,Mendy,France,6/8/1995,25,23,Defender,180,73,L
ply822,,Nacho,Spain,1/18/1990,25,6,Defender,180,76,R
ply823,Rafa,Marin,Spain,5/19/2002,,3,Defender,191,76,R
ply824,Antonio,Rudiger,Germany,3/3/1993,25,22,Defender,190,85,R
ply825,Eduardo,Camavinga,France,11/10/2002,25,12,Midfielder,182,68,L
ply826,Dani,Ceballos,Spain,8/7/1996,25,19,Midfielder,179,71,R
ply827,Toni,Kroos,Germany,1/4/1990,25,8,Midfielder,183,76,R
ply828,Luka,Modric,Croatia,9/9/1985,25,10,Midfielder,172,66,
ply829,Aurelien,Tchouameni,France,1/27/2000,25,18,Midfielder,188,81,R
ply830,Federico,Valverde,Uruguay,7/22/1998,25,15,Midfielder,182,78,R
ply831,Karim,Benzema,France,12/19/1987,25,9,Forward,185,81,R
ply832,Eden,Hazard,Belgium,1/7/1991,25,7,Forward,175,74,R
ply833,Lucas,Vazquez,Spain,7/1/1991,25,17,Forward,173,71,R
ply834,Marco,Asensio,Spain,1/21/1996,25,11,Forward,182,76,L
ply835,,Mariano,Dom. Republic,8/1/1993,25,24,Forward,180,76,R
ply836,,Rodrygo,Brazil,1/9/2001,25,21,Forward,174,64,R
ply837,Vinicius,Junior,Brazil,7/12/2000,25,20,Forward,176,73,R
ply838,Lluis,Llopis,Spain,11/26/1964,25,,Goalkeeping,,,
ply839,Antonio,Pintus,Italy,9/26/1962,25,,Athletic,,,
ply840,Alberto,Flores,Spain,11/10/2003,26,31,Goalkeeper,186,,
ply841,,Bono,Morocco,4/5/1991,26,13,Goalkeeper,192,78,L
ply842,Marko,Dmitrovic,Serbia,1/24/1992,26,1,Goalkeeper,189,94,L
ply843,Marcos,Acuna,Argentina,10/28/1991,26,19,Defender,172,69,L
ply844,Alex,Telles,Brazil,12/15/1992,26,3,Defender,181,71,L
ply845,Jesus,Navas,Spain,11/21/1985,26,16,Defender,172,60,R
ply846,Jose,Angel,Spain,1/29/2002,26,30,Defender,184,80,R
ply847,Kike,Salas,Spain,4/23/2002,26,29,Defender,186,,L
ply848,,Marcao,Brazil,6/5/1996,26,23,Defender,185,80,L
ply849,Gonzalo,Montiel,Argentina,1/1/1997,26,2,Defender,176,70,R
ply850,Tanguy,Nianzou,France,6/7/2002,26,14,Defender,191,85,R
ply851,Pablo,Perez,Spain,8/18/2001,26,26,Defender,174,70,L
ply852,Karim,Rekik,Netherlands,12/2/1994,26,4,Defender,186,84,L
ply853,Thomas,Delaney,Denmark,9/3/1991,26,18,Midfielder,182,79,L
ply854,,Fernando,Brazil,7/25/1987,26,20,Midfielder,183,70,R
ply1,Sebastiano,Desplanches,Italy,3/11/2003,1,91,Goalkeeper,188,78,L
ply2,Andreas,Jungdal,Denmark,2/22/2002,1,96,Goalkeeper,195,82,R
ply3,Mike,Maignan,France,7/3/1995,1,16,Goalkeeper,191,80,R
ply4,Antonio,Mirante,Italy,7/8/1983,1,83,Goalkeeper,193,79,R
ply5,Lapo,Nava,Italy,1/22/2004,1,92,Goalkeeper,189,70,R
ply6,Ciprian,Tatarusanu,Romania,2/9/1986,1,1,Goalkeeper,198,90,R
ply7,Fode,Ballo-Toure,Senegal,1/3/1997,1,5,Defender,182,70,L
